Id,task_1,task_2
data/test/nevus/ISIC_0015990.jpg,0.137201,0.0150163
data/test/nevus/ISIC_0012216.jpg,0.320544,0.154241
data/test/nevus/ISIC_0014952.jpg,0.0561042,0.000587177
data/test/nevus/ISIC_0016040.jpg,0.960788,0.00483875
data/test/nevus/ISIC_0014867.jpg,0.26504,0.207202
data/test/seborrheic_keratosis/ISIC_0014278.jpg,0.0726311,0.154338
data/test/nevus/ISIC_0015988.jpg,0.106888,0.0288435
data/test/seborrheic_keratosis/ISIC_0012330.jpg,0.0212645,0.0215857
data/test/nevus/ISIC_0015995.jpg,0.130506,0.0684597
data/test/nevus/ISIC_0013897.jpg,0.603233,0.346619
data/test/nevus/ISIC_0015270.jpg,0.735148,0.0171415
data/test/nevus/ISIC_0015954.jpg,0.0306981,0.00200231
data/test/nevus/ISIC_0014697.jpg,2.53444e-05,0.00141961
data/test/nevus/ISIC_0015160.jpg,1.48507e-05,0.124275
data/test/melanoma/ISIC_0014110.jpg,0.932032,0.0179548
data/test/nevus/ISIC_0016014.jpg,0.236307,0.0272557
data/test/nevus/ISIC_0016043.jpg,0.258047,0.212228
data/test/melanoma/ISIC_0014790.jpg,0.253894,0.000423315
data/test/nevus/ISIC_0014773.jpg,0.658642,0.214902
data/test/nevus/ISIC_0015544.jpg,0.244152,5.31115e-05
data/test/seborrheic_keratosis/ISIC_0012314.jpg,0.162339,0.528308
data/test/nevus/ISIC_0016041.jpg,0.230663,0.499792
data/test/nevus/ISIC_0015412.jpg,0.0118516,3.1101e-05
data/test/nevus/ISIC_0014807.jpg,0.0420574,0.0238339
data/test/nevus/ISIC_0016037.jpg,0.366571,0.0340231
data/test/nevus/ISIC_0014768.jpg,0.0711784,0.00115445
data/test/nevus/ISIC_0015216.jpg,0.120243,0.453154
data/test/nevus/ISIC_0016057.jpg,0.557002,0.0346275
data/test/nevus/ISIC_0016002.jpg,0.120645,0.00262469
data/test/seborrheic_keratosis/ISIC_0014645.jpg,0.0730646,0.873404
data/test/nevus/ISIC_0015417.jpg,0.861417,0.00273802
data/test/nevus/ISIC_0016061.jpg,0.0501164,0.000809959
data/test/nevus/ISIC_0015559.jpg,0.884573,1.06191e-05
data/test/melanoma/ISIC_0013414.jpg,1.24132e-05,0.0338864
data/test/nevus/ISIC_0012654.jpg,0.00222399,0.000491679
data/test/seborrheic_keratosis/ISIC_0014575.jpg,0.0502806,0.439956
data/test/melanoma/ISIC_0014928.jpg,0.0248518,0.00089605
data/test/nevus/ISIC_0015357.jpg,0.0758862,0.0451294
data/test/nevus/ISIC_0014835.jpg,0.44817,0.0158916
data/test/melanoma/ISIC_0012356.jpg,0.0961719,0.0398863
data/test/nevus/ISIC_0015403.jpg,0.80776,0.011889
data/test/nevus/ISIC_0015255.jpg,0.360762,0.614017
data/test/nevus/ISIC_0015283.jpg,0.0880493,0.0129493
data/test/nevus/ISIC_0014787.jpg,0.790302,0.0122051
data/test/nevus/ISIC_0014992.jpg,0.199084,0.00595734
data/test/melanoma/ISIC_0014181.jpg,0.823926,0.0892045
data/test/nevus/ISIC_0015455.jpg,0.738818,0.00364718
data/test/melanoma/ISIC_0013073.jpg,0.662154,0.094198
data/test/nevus/ISIC_0015983.jpg,0.272704,0.227972
data/test/nevus/ISIC_0015464.jpg,0.404093,0.00513636
data/test/melanoma/ISIC_0013459.jpg,0.824585,0.057561
data/test/nevus/ISIC_0014962.jpg,2.42009e-05,0.000293731
data/test/melanoma/ISIC_0013577.jpg,0.682897,0.0906824
data/test/melanoma/ISIC_0015127.jpg,0.818652,0.000256672
data/test/nevus/ISIC_0015008.jpg,5.45691e-05,0.000268384
data/test/nevus/ISIC_0015938.jpg,0.124206,0.013453
data/test/nevus/ISIC_0015060.jpg,0.77208,0.00717213
data/test/nevus/ISIC_0014746.jpg,0.340088,0.112821
data/test/seborrheic_keratosis/ISIC_0012323.jpg,0.00037537,0.978409
data/test/nevus/ISIC_0016045.jpg,0.150622,0.00449615
data/test/nevus/ISIC_0016042.jpg,0.385931,0.122646
data/test/melanoma/ISIC_0014336.jpg,0.196824,0.685842
data/test/nevus/ISIC_0015118.jpg,0.0280579,0.00697588
data/test/nevus/ISIC_0015395.jpg,6.24824e-05,0.0021273
data/test/seborrheic_keratosis/ISIC_0013393.jpg,0.270884,0.706339
data/test/nevus/ISIC_0015999.jpg,0.116656,0.000989658
data/test/nevus/ISIC_0015016.jpg,0.279194,0.114123
data/test/seborrheic_keratosis/ISIC_0014386.jpg,0.311802,0.606712
data/test/nevus/ISIC_0015958.jpg,0.232231,0.536982
data/test/melanoma/ISIC_0013908.jpg,0.613043,0.282393
data/test/nevus/ISIC_0014994.jpg,0.373048,0.134509
data/test/nevus/ISIC_0014729.jpg,0.757392,0.206898
data/test/melanoma/ISIC_0013833.jpg,0.639113,0.0506241
data/test/nevus/ISIC_0016036.jpg,0.660761,0.0286644
data/test/melanoma/ISIC_0014369.jpg,0.510598,0.00868976
data/test/nevus/ISIC_0014948.jpg,0.390733,0.00654552
data/test/nevus/ISIC_0015419.jpg,0.252392,0.0944783
data/test/seborrheic_keratosis/ISIC_0014567.jpg,0.0155113,0.652898
data/test/seborrheic_keratosis/ISIC_0012273.jpg,0.486037,0.511485
data/test/seborrheic_keratosis/ISIC_0014588.jpg,0.0230564,0.49739
data/test/nevus/ISIC_0015982.jpg,0.199981,0.0206256
data/test/nevus/ISIC_0014853.jpg,0.101011,0.00266867
data/test/melanoma/ISIC_0013374.jpg,0.400285,0.0757801
data/test/seborrheic_keratosis/ISIC_0012522.jpg,0.0455647,0.849355
data/test/nevus/ISIC_0014910.jpg,0.162807,0.00471776
data/test/melanoma/ISIC_0014148.jpg,0.458363,0.263795
data/test/melanoma/ISIC_0013767.jpg,0.725547,0.15888
data/test/melanoma/ISIC_0014666.jpg,0.705402,0.164842
data/test/melanoma/ISIC_0014434.jpg,0.0329657,0.959707
data/test/nevus/ISIC_0013164.jpg,0.000408371,0.0363395
data/test/nevus/ISIC_0015980.jpg,0.172126,0.0329874
data/test/seborrheic_keratosis/ISIC_0014419.jpg,0.474657,0.0308935
data/test/seborrheic_keratosis/ISIC_0013764.jpg,0.359278,0.638011
data/test/nevus/ISIC_0014868.jpg,0.882421,0.0063007
data/test/nevus/ISIC_0015974.jpg,0.0162259,0.300299
data/test/nevus/ISIC_0015237.jpg,0.29132,0.0146925
data/test/nevus/ISIC_0015992.jpg,0.0920905,0.0267493
data/test/melanoma/ISIC_0013455.jpg,0.0485786,0.0667639
data/test/nevus/ISIC_0015009.jpg,0.0186302,0.901337
data/test/melanoma/ISIC_0014059.jpg,0.0613649,0.000172745
data/test/melanoma/ISIC_0012989.jpg,0.105088,0.086066
data/test/nevus/ISIC_0015056.jpg,0.367082,0.123189
data/test/nevus/ISIC_0015973.jpg,0.00802802,0.72564
data/test/nevus/ISIC_0015040.jpg,0.324497,0.0212814
data/test/melanoma/ISIC_0014548.jpg,0.500348,0.0923349
data/test/melanoma/ISIC_0013277.jpg,0.434366,0.158741
data/test/nevus/ISIC_0015994.jpg,0.0368342,0.211347
data/test/nevus/ISIC_0015981.jpg,0.483562,0.149622
data/test/seborrheic_keratosis/ISIC_0014474.jpg,0.0893633,0.708834
data/test/seborrheic_keratosis/ISIC_0013270.jpg,0.114306,0.184014
data/test/nevus/ISIC_0015476.jpg,0.0264713,2.73003e-06
data/test/nevus/ISIC_0015939.jpg,0.814872,0.00386686
data/test/nevus/ISIC_0015360.jpg,0.764356,2.3328e-05
data/test/nevus/ISIC_0014677.jpg,0.0242069,0.0129845
data/test/seborrheic_keratosis/ISIC_0014647.jpg,0.24862,0.591411
data/test/nevus/ISIC_0013191.jpg,0.000943326,0.895213
data/test/nevus/ISIC_0015940.jpg,0.0103066,0.0132736
data/test/nevus/ISIC_0015993.jpg,0.0995977,0.106642
data/test/nevus/ISIC_0015258.jpg,0.233306,0.00141523
data/test/nevus/ISIC_0016030.jpg,0.137316,0.576277
data/test/nevus/ISIC_0012095.jpg,0.114242,0.22403
data/test/nevus/ISIC_0015510.jpg,0.0128023,0.000800122
data/test/melanoma/ISIC_0014221.jpg,0.034344,0.916794
data/test/melanoma/ISIC_0014883.jpg,0.155937,0.000369434
data/test/nevus/ISIC_0015944.jpg,0.135473,0.800601
data/test/nevus/ISIC_0015946.jpg,0.866952,0.0297256
data/test/seborrheic_keratosis/ISIC_0012266.jpg,0.034688,0.840978
